序号,地区,评论
18,海南省,"看《阿凡达》最大的意义也就是感受卡梅隆给我们创造出的这个全新视觉享受世界。电影里的水世界依旧美得让人着迷和沉醉，看着那些根本不存在的，又活灵活现游弋在你眼前的水下生物，甚至想要伸手去触摸、嬉戏。 詹姆斯·卡梅隆不仅是一名电影导演，也是海洋探险家。过去数年，卡...

                         "
19,山东省,"阿凡达是我第一次二刷还是聚精会神、一点都没有觉得无聊的电影。之前也会有电影去二刷，但是都是感觉没意思，电影还是只适合看一遍，但第二次看阿凡达还是觉得好美，塑造的这个世界太美丽了，就算只当记录看也觉得美好。 唯一有一点会觉得电影中塑造的孩子们的形象大多数都是老...

                         "
     "
              "
��...

                         "
                "
     "
�就像佛教说“...

                         "
                    "
