序号,地区,评论
10,山东省,"从蔡女士的演唱会之后循环了很久的同名主题曲，所以对电影的期望值还比较高。 但是 全靠歌加分了，电影最后三分钟的mv画面是唯一没让我？？？的地方。 本脸盲在男主两个人平头的时候真的傻傻分不清楚，一会儿杨洋一会儿王大陆一会儿彭昱畅看起来太出戏。 电影名“致敬”了call ...

                         "
11,上海市,"

                        首先，要清楚那是在1987年，不要以因为大家现在谈恋爱有足够自由，就忽视了那个年代的压抑。既然大家都纠结Birdy到底是不是Gay，爱不爱阿汉的问题？我觉得其实认真看很清楚！Birdy是Gay，他很爱阿汉，从影片开始那个暑假他们就相爱了。 谒陵后的情节，Birdy说： “如果我死了，...

                         "
12,四川省,"

                        《刻在你心底的名字》从在台湾上映，到主题曲被很多歌手翻唱，再到上线Netflix，一直都在我的to watch list里面。按照计划，用2020年最后几个小时看完这部电影，然后如往年一样，在睡梦中跨年，想着给2020年画一个安静而有意义的结尾，可没想到的是，看完电影，竟然失眠了。 失...

                         "
13,云南省,"

                        关于对电影里几个模糊剧情的人物理解：公园戏的问题，为什么有这段戏？  我想这个片段吸取的是白先勇的《孽子》同性恋小说题材，后来被拍过电视剧，我看过剪辑和小说介绍，虽然没有精力全神关注，但斗胆写一下自我理解，因为并没有读过这原著，我没办法完全负责自己没有臆断。...

                         "
14,浙江省,"期待值太高了，等了几个月， 成片就像一部大型唯美的MV。 优点真的就只有双男主的颜、主题曲了！ 看了一下好评，基本上是把个人的回忆、情绪带到影片里去了。 抛开个人情感不说。回归影片本身。 剧情支离破碎，场景切换无厘头，最后中年片段刻意煽情团圆， 尴尬都可以抠出三室...

                         "
15,吉林省,"《刻在你心底的名字》与其说是爱情片，不如说是社会历史题材影片。2019年5月，台湾通过同性恋婚姻合法法案，成为亚洲第一个同性婚姻合法的地区（到目前为止好像还是这一个）。电影几乎是走台湾同性恋三十年平权运动的时间线，处处穿插历史事件的背影和对经典文艺作品的致敬，看...

                         "
16,山西省,"

                        “干嘛为了爱情打架？”神父平静地问道。 是不是在中年人的心中“爱情”真的没多大打架的必要呢？ “我不知道要说什么。” 阿汉哈了一口气道。 是啊，正沉醉在爱情中的热血男儿，又能说什么呢？ 这个开头的对话发生在故事高潮部分后，阿汉和神父的探讨。电影就在这场探讨和阿汉...

                         "
17,广东省,"

                        没想到会为了一部台湾同性恋青春电影贡献出豆瓣影评第一篇。当然严格讲不算影评，更多还是自我剖析。 不去评判电影本身好坏。于我而言更多是，在这个当口，碰巧遇到这样一面镜子，可以借由自己在其中的投射，看到内心的样子和欲求。 一个整体感受是，压抑禁忌年代里情义欲共同...

                         "
18,海南省,"世间男孩千千万万个，种类也按各类分法不计其数。但在电影里的这两个男孩，我想从其截然不同的爱的表达方式作为切入点，去讲讲这两种男孩的不同。 对于爱的表达，其实归属于一个人的情感表达的分类，我将其简单分类为情感表达自如型和情感表达别扭型。又或者，我们可以分类为语...

                         "
19,湖北省,"

                        今天终于来威秀看两位新人演员的《刻在你心底的名字》，全片结构饱满，情节紧凑，泪点蛮多的，也就坐在后面偷偷抹泪了四五次吧。爱啊，无关国界、性别、美丑和年龄，就像张家汉心酸地质问神父：“有什么不一样，你爱的是女生，我爱的是男生，你爱的多一点还是我爱的少一点？！...

                         "
