序号,地区,评论
10,江苏省,"

                        ——谁年轻的时候还不是魏平安呢，不知道什么时候开始，都慢慢被生活炸成了老油条。 虽然才3月，但，我的年度最佳就它了。 上来就被开场音乐抓住了，过程中又被戳中了无数次，笑点都能get到，哭点也不是纯纯地靠煽情往上推。如果不是知道快结束亮灯了，能哭完一包纸巾。 谁年轻...

                         "
11,湖南省,"

                        #为什么期待电影保你平安# #藤井树观影团非常贴近生活的一部好电影，第一次看大鹏导演的电影，大鹏导演以及演员都演的很棒，影片讲述是网络暴力，无事生非，喜欢造谣生事的人，一系列的故事，全程有笑点，很感同身受，希望能换网络暴力一个健康的生活环境，结局有彩蛋，结局有...

                         "
12,上海市,"3.8去看了《保你平安》的点映，本来是冲着宋茜去的，但真的有被惊喜到。 电影内容挺丰富的，体会到了多种类型片的感受，喜剧、情感、恐怖、动作……采用主线和副线交织，从普通人被造谣的小切口写剧本，也对应了当下谣言泛滥的现实，赞美的话可以脱口而出，诋毁的话三思而后行...

                         "
13,吉林省,"

                        （以下内容涉及剧透） 本片的创意很好，而且适用于任何一个时代，可故事的展开路径太过单一，无非是一级又一级地去寻找“情报源”，尽管在过程中不断有次要人物来强化主题，告诉观众流言蜚语的普遍和荒诞，但只是这样按图索骥呈现故事，很难保证观众不丢失注意力，况且这个主题...

                         "
14,安徽省,"《保你平安》影评之魏平安篇~ 魏平安，是谁？在那样一个小县城是无人不知无人不晓，人称“籍安断尾虎”，而关于故事的细节，那是一个人口中一个版本，而且一个比一个离谱，谣言就是这样产生的！ 就是这样一个人到不惑之年生活处处不如意的看起来又不怎么靠谱的人，他却偏偏要帮...

                         "
15,北京市,"我其实对大鹏感觉是很起伏的，最开始是大鹏嘚吧嘚脱口秀，觉得挺有趣，那时候也很真实，每天在公众号发语音，聊聊生活的烦恼与开心。屌丝男士网络剧可以说是短视频鼻祖了，导演功力得到了提现，剧本的创作，节奏的掌握拿到今天也是无出其右。我那时候很喜欢他，然后是两部电影...

                         "
16,广东省,"#为什么期待电影保你平安# 谣言，尤其是桃色的，它的传播速度之快，传播范围之广，着实有点恐怖。对于受害者来说，其的身心往往会被伤害得体无完肤，血流不止。 影片的男主魏平安，为了一个已经逝去的女客户名声的清白，居然不惜一切代价，追查造谣者，还原事实真相。故事虽然...

                         "
17,四川省,"

                        《保你平安》作为海南国际电影节的开幕影片，总的来说还是很不错的，给我的感觉就跟当初去看《爱情神话》一样——有品质的很完整的以小见大的标准成品。 它的优点还是很明显的。喜剧，看下来基本是笑料不断，不低俗走正常路线的搞笑，有几处的笑点还具有“谣言乱象”的味道，第...

                         "
18,河南省,"从电影院出来的时候我跟表姐说这电影真好看。 电影融合了女性遭遇的恶意诽谤，校园暴力，互联网直播以及网络舆论等各种热点话题，但是却没有繁复的堆砌感，过渡很自然，情节也抓眼球，笑点很密集但是又不是强行凹出来的笑点，也没有恶意地开女性相关玩笑。比起之前，感觉大鹏又...

                         "
19,湖南省,"去看了《保你平安》的点映，故事确实没让人失望。我对小人物变英雄题材的热爱，最早应该来自小时候一遍又一遍看过的周星驰，大鹏算是这种周星驰类型片的最佳传人了。 我太爱看这种小人物坚守道德和理想主义的故事了，好像他总能代表年轻时走了另一条路的我。当然，这片子的主题...

                         "
��喜剧做底，有一些现...

                         "
�系。虽然本片的父女关系设定一开始...

                         "
