序号,地区,评论
10,北京市,"首先来解决一个这部《少年的你》电影中最关键的疑问。片头，片尾长大成人后的陈念在英语教学机构里所说的“三句乐园”——这是我们曾拥有的乐园。这曾是我们的乐园。这是我们的乐园。 这三个乐园到底怎么解读？有什么象征含义吗？ 一点点来分析。影片里陈念自己告诉孩子used to...

                         "
11,广东省,"10月22日下午，电影《少年的你》片方突然宣布定档10月25日全国公映。这一定档消息，迅速登上微博热搜，预售票房势如破竹。此时距离影片原定的6月27日上映日期已经过去了近4个月。 两年前，曾国祥的导演处女作《七月与安生》一鸣惊人；两年后由原班团队再度打造的《少年的你》，...

                         "
12,河北省,"之前看到有人爆料说“删了七分钟，中间直接剪掉两分钟的戏”，也不是说觉得很遗憾，就想知道到底什么是痛点。 没有仔细去搜，想到几个说几个。 之一 之前看了一个采访，史航访问赵润南，就是电影里借车给小北的大康。 他说到有一场戏，小北和几个小混混一起被捉进警察局，小北...

                         "
13,吉林省,"（原发于凤凰网，该稿为未经修改的初稿） 脸=手机 《少年的你》影片中有一处令人疑惑：两个饱受欺凌的少年，脸上不断出现新的伤痕，但少隔几天，伤口便悄然蜕去，面容一新。这与其说是个造型上的错误，不如说是一种下意识的美学实践。它与影片有着深层的连结。 回到小北和陈念...

                         "
14,江苏省,"这是一个非常令人悲哀的现象，我们的现象级影视剧竟然很大一部分都是改编自抄袭作品，《甄嬛传》、《三生三世十里桃花》、《花千骨》，还有本电影。 我悲哀的有两点： 其一是优秀剧本的稀缺，使得影视改编需要把目光瞄向三流抄袭小说，可笑不可笑？ 其二影视团队作为文化产业的...

                         "
15,广西壮族自治区,"

                        Vol.20，《少年的你》。by曾国祥，周冬雨与易烊千玺，他们共同成就了这部电影。 本期依旧是被金羊内部胁迫写出本期观影团，实属带恶人。 争论，困境，利益，粉丝，交锋，还有不间断的谩骂。在如此动荡的一个大陆电影年，似乎很难再单纯从“电影”的角度来谈论这部电影。但是，...

                         "
16,黑龙江省,"

                        95、00后的中国观众，在十几二十年短暂的成长历程里，什么烂片没见过？烂可以，然而以烂充好不可以。 然而当这样一部轻视生命、无视法律、美化犯罪，高举着扭曲爱情观念的违现实抄袭片，以豆瓣8.6的高分开场时，我还是不由怀疑自己是不是在做梦……… 开场不久，女学生在学校坠...

                         "
17,山西省,"昨晚和大家聊这部片，有人说，成年人不会喜欢这电影。我接着说，对，只有我们这些还对十几岁的自己有恨有爱的青春僵尸，才喜欢。 又这么一直聊一直聊下去，聊到群里的每个孩子都把十几岁的伤疤翻出来大哭，我们在陈念的泪水里，小北的眼睛里，都看到了太多太多的自己。 片子里...

                         "
18,山东省,"首先，一定要谈融梗的问题。很简单：电影拍的是好的，质量是高的，我绝不会打一星。同时，如果东野圭吾要起诉《少年的你》剧组，我双手赞成。如果法院判抄袭成立，那《少年的你》票房越高，赔给东野圭吾的钱也越多，那也算是支持了原创者的权益。 电影质量交给评分，融梗抄袭交...

                         "
19,江苏省,"剧评与演员没有一点关系，与剧本非常有关系 你作者整一个这样的，你导演选一个这样的， 拿着别人的东西还改的寥寥草草塞给我们 （注:我们都爱千玺，但我们是来评电影的！对于演员而言是一次选错剧本而已，也崭露头角了，再接片是迟早的事。对于导演，以后继续借高流量明星卖烂...

                         "
