序号,地区,评论
10,江苏省,"提前看到了成龙大哥的新片感觉真的很荣幸，整部电影好多大咖，演技都很在线，动作戏也一如既往的好看，特别是郭麒麟一出场就让人想笑，非常加分，哈哈哈哈哈！这部电影也回顾了大哥60年来的辛酸史，一路真刀真枪地摔打才成就了他如今在影坛的地位，片中还有很多打斗场面，回顾...

                         "
11,吉林省,"一直是成龙大哥忠实的影迷，在知道他又一次出演动作片的时候就万分期待了，很幸运这次能被抽中提前观影，还见到了主创们，真的超级开心！电影聚焦的职业是平时经常会被忽略的武行，在这个剧组又累又危险的小透明职业中，武师们的坚持和付出这次终于被搬到了大荧幕让更多人看到...

                         "
12,广东省,"有幸提前看到电影，还见到了成龙大哥我哭！！！他人真的好好啊，一直给我们做表演，还讲了很多细节，最最重要的是最后还给我们分了电影周边口罩，太贴心了！！！ 说下电影吧，有笑有哭，还有很多动作戏，太过瘾了！它不像是普通电影，前半段笑，后半段哭，而是把情节穿插起来，...

                         "
13,黑龙江省,"首先特别感谢能抽到搜狐影展的首映入场券，让我能提前看到成龙大哥电影《龙马精神》！真的值！这是一部充满感恩、坚持、感动和欢乐的诚意之作！ 人一辈子总有那么一些坚持和底线是刻进骨子里的！剧中的老罗是！现实中的成龙大哥也是！映后主创互动大哥也提到从影六十年来一直坚...

                         "
14,北京市,"好多年没有看成龙大哥的电影了，里面的打戏看得好爽！真不愧是电影圈的先锋者！影片很多感人的片段 但不是现在烂大街的卖情怀的套路 坐左边的朋友断断续续哭了好多次 坐右边的一位大哥从中场开始就一直在抹泪 这个电影里的每位演员演技都非常好 没有一个人拉胯 连马儿“赤兔”...

                         "
15,北京市,"很兴奋中了搜狐视频影展《龙马精神》专场的入场票，提前观看到了由成龙大哥主演的影片。成龙大哥在影片中本色出演了龙虎武师，让我体会到了龙虎武师群体虽然默默无闻，但仍旧恪尽职守，认真完成他们的每一个动作，也正是因为这些无名英雄的存在才让我们得以欣赏到那么多优秀的...

                         "
16,河北省,"看完《龙马精神》的感受：郭麒麟别太好笑；赤兔快去医院看看，孩子不会说话可不行；我哭的我好累，泪水淹了我的口罩（没带纸巾是我预判不到位）！电影⭕🈶成龙了不起！看了不亏！ （再说一声，感谢搜狐给机会看首映礼，看到成龙老师，爸爸妈妈我出息啦！） （以下仅个人理...

                         "
17,北京市,"

                        从相识时为了跟老罗走而站起来，到为感谢老罗帮助它把腿治好而下跪，再到与老罗分别之后摔倒两次还去追车，赤兔作为一匹马，它的情感是真挚而热烈的；老罗在做很危险的动作之前想到了赤兔的那些种种过往，也终于决定不让赤兔做它不喜欢的事情。我被一人一马的情感所感动。小宝...

                         "
18,江苏省,"作为成龙大哥的资深影迷，从小就是观看成龙大哥的电影。同时也万分有幸能够以搜狐观影团的身份参与电影龙马精神的首映礼。成龙大哥便是影片永远少不了动作戏，无论是成龙大哥多大年纪，永远对电影事业包含一腔热血，从拍摄前打了9针封闭，还是在片场敢打敢拼的精神，真是充分体...

                         "
19,云南省,"

                        影片讲述了老罗及爱马赤兔的龙马舞狮精神，欢乐与泪水并存。龙马舞狮靠一次次身体力行，完成一个个危险动作而出名，他们克服重重困难，咬牙坚持下来，坚守底线，真摔真打。 赤兔作为一匹出生就有疾病的马，是老罗带着他克服苦难，一步步成长起来，马儿最终恢复正常。正是老罗不...

                         "

                         "
意外，开玩笑说别说他的年龄，全场...

                         "
