序号,地区,评论
10,黑龙江省,"

                        电影质量很不错，画风也很喜欢，回想起新海诚的电影，无论是从《秒速五厘米》中贵树与明里的渐渐疏远，还是从《你的名字》三叶与泷的奇幻相遇，以及《天气之子》帆高与阳菜共同对抗命运的际遇，以及今年的《铃芽户缔》铃芽与草太协力去关闭灾难之门的冒险旅程。可以看出，新海...

                         "
11,上海市,"

                        一部爱与神奇的日漫 没有辜负期待 不会辜负期待 ---------------------------分割线------------------------ 我是一个平时不怎么看日漫和追番的人，新海诚的头两部作品我也是上映过后网播才慢慢看的。这次去看《铃芽之旅》实属班上一去去看才去的，看完之后感受真挺多的。 剧...

                         "
12,江苏省,"“时间 枕木悄逝，微风 拂过嫩肤，星辰 众魂故土，人如 蜉蝣虚无。” 不得不说新海诚是真的懂星空的，《玲芽》的画面和配乐依旧是美的，可惜剧情是美中不足的。正如多数影评所说，它是一部瑕瑜互见的试水作。把灾难、纯爱、治愈融合到一部作品里的确过于牵强了。当Radwimps抒情...

                         "
13,山西省,"如题，打工人时间关系就不贴截图、不考虑排版甚至不打算说些必要的场面话了（囧）。 除了男女主以及剧中人物身上的点，吸引我的其实还有画面里的“配角背景”，比如：被遗忘的温泉、废弃的学校、不再运营的游乐园……这些曾经代表先进生产力的地方在更先进更“新”的建筑出现之...

                         "
14,北京市,"

                        个人感觉《铃芽之旅》剧情线和《你的名字》比也没有很差，只是前面主要是四次封印蚓厄，有些单调，差点意思。最开始不太理解大臣为什么要一次次的打开往门给男女主制造麻烦（看的我想揍它），后来才明白是为了引导铃芽进入那个小时候进过的往门，封印蚓厄，最后牺牲了自己把草...

                         "
15,陕西省,"开头女主的大喊大叫让人尬的不行。音乐奇怪，剧情奇怪，主角各种毁三观，烂片无疑，铃芽为了一个莫名其妙的陌生人可以离家出走不顾一切，人物关系混乱，画风也没法超过你的名字，同一张图连续几个场景重复使用，中间几次关门没有一丝剧情递进，完全就是为了凑时长加了几次关门...

                         "
16,天津市,"在看这部电影之前，我的朋友告诉我这部电影还有一个名字是《铃芽户缔》（户缔在日语里是关门的意思），或者更直白一点的《铃芽关门》。无论是哪个名字，“铃芽”都是绝不会消失的存在，极为确定的主体性让电影从最开始就定下了跳脱出单纯个人情感的表达基调。能拯救自己的只有...

                         "
17,上海市,"大臣与左大臣，对应的是铃芽与环姨妈。 铃芽拔出大臣的那一刻，她平静的生活就改变了，她同时拔出的还有在乖小孩外壳下纠扯着的心结和自己为之叛逆的一面。 而左大臣被拔出，象征着环姨妈也走出“监护人”的身份，短暂地脱离出太过沉重的抚养责任，真正去理解铃芽。 大臣与左大...

                         "
18,山东省,"

                        看完了铃芽之旅，作品将门和地震联系在一起，还真是符合日本特色。男主是闭门师，职责是复制各个地方门的关闭，防止蚯厄的发生（也就是地震）女主铃芽是一个普通的高中生，小时候母亲死于地震，一直耿耿于怀。因为和男主一次偶然的邂逅，遇见了通向往界的门，并且目睹了蚯厄的...

                         "
19,云南省,"

                        看完了铃芽之旅，作品将门和地震联系在一起，还真是符合日本特色。男主是闭门师，职责是复制各个地方门的关闭，防止蚯厄的发生（也就是地震）女主铃芽是一个普通的高中生，小时候母亲死于地震，一直耿耿于怀。因为和男主一次偶然的邂逅，遇见了通向往界的门，并且目睹了蚯厄的...

                         "
�感受自我...

                         "
，更别...

                         "
     "
�看了...

                         "
