序号,地区,评论
10,山东省,"看电影的全程， 几乎没有离开过四字弟弟的眼神。 一个人、靠一个眼神就可以传递出孤独、冷峻、无辜、可怜、酷拽、羡慕、妒忌、焦虑、不满、躁动、不舍、难过、怜悯、生气、紧张、红眼、不安、害怕、无奈、逞能、吃醋、后悔、温柔、喜悦、善良、激动、惊喜各种情绪。 可以说，四...

                         "
11,天津市,"《给你一朵小红花》2分 如果这部电影能收获成功我仿佛看到了被《上海堡垒》关闭的资本流量大门又要被打开了。不过这次的套路从顶流+大且烂制作转变成了有一定口碑的顶流+优秀的群演+小制作的模式。 背景设定是一群患癌人群聚集互相鼓励下，大概讲述了一个善良体桖父母但是因病...

                         "
12,河南省,"《送你一朵小红花》上映了。 韩延执导，易烊千玺、刘浩存领衔主演，朱媛媛、高亚麟主演，夏雨特别出演，岳云鹏友情出演。 导演曾经执导过《动物世界》和《滚蛋吧肿瘤局》，班底有流量，有老戏骨，还有三料影帝夏雨，可谓是实力雄厚。 然而，亲自去电影院体验了2个小时以后，才...

                         "
13,四川省,"趁着《送你一朵小红花》的上映，来聊聊易烊千玺，以及他的表演究竟好在哪里。 在《少年的你》之后，易烊千玺已经毫无疑问是00后一辈演员里最优秀的那一个。 但在喜欢他表演的同时，我还是有些担心的，因为《少年的你》有它的特殊性，存在和易烊千玺之间互相成就的一种“创作命...

                         "
14,广东省,"作者： 连城易脆 我大学的专业是生物工程，毕业课题就是引发过无数争议的转基因和克隆，所以“基因突变”是我日常学习中经常要接触的名词。 而这个名词，与癌症息息相关。 高中生物必修一的课本里，有一个章节就是介绍细胞癌变，其中提到了一对固定概念——原癌基因和抑癌基因...

                         "
15,辽宁省,"

                        一句话来说，这部电影毁了我的跨年。首先我花了49来看一部不是3d的电影，我脑子抽了，我也有错，我就应该在此刻退出，可因为对谋女郎刘存浩和四字弟弟的期待，让我迈出了让我悔恨一年的一步。 以下涉及剧透： 这是一部披着偶像剧外衣的抗癌剧，我的第一分扣在尴尬漫长的所谓搞...

                         "
16,云南省,"

                        今天去影院，很赶。清闲一年，没想到最后一天会去做跟工作相关的事。 网约了车，是拼车，看了行程，庆幸自己近一些。跟司机师傅说比较急，麻烦尽量快一点，然后就听到同行的两个小姑娘小声念着：“小红花啊。”吓我一跳，怎么知道我去做什么。后来才发现，是她们也要去看这一部...

                         "
17,浙江省,"那是你灰暗人生中的一缕阳光，不是吗？ 简单的说下，《送你一朵小红花》，消极少年遇到了阳光少女的故事，表面上是“抗癌的你”，实际上映射人生，因为所有人的生命都有一个终期，就看你如何面对，是活成了韦一航还是马小远，以及当我人生陷入至暗时刻，我也想遇见一个TA。 所...

                         "
18,浙江省,"

                        全是剧透，且人物姓名基本忘光了 【整体感受】 今天刚看的，个人很喜欢这部电影。看时完全沉浸，并未代入哪个角色，而且仿佛置身于电影讲述的时空，亲眼旁观他们的悲欢离合。导演全程在讲一个患癌的群像故事，场景拍摄、细节描述和人物刻画非常写实，这种写实加重了观看时候的...

                         "
19,天津市,"抱着易烊千玺的光环去看的，第一篇影评写到四百字的时候自动清除了，先不说什么原因吧，回归电影本体，作为抗癌题材，无疑是一大热点，但，作为抗癌电影，电影开场韦一航的性格像个“神经病”，孤僻不算孤僻，就表现出不屑于整个世界的态度，人物形象坍塌，第二，马小远和韦一...

                         "
