序号,地区,评论
10,重庆市,"看完《下一个素熙》，五味杂陈…… 无数个体系杂糅在一起，让个体的身心流失于永不停歇的运转中。即便是一名在企业实习的高三学生因被剥削无望而自杀了，大数据考评体系下都无法追责到具体的任何环节。 通过警察深入调查，明明意识到这个社会体系存在极大的问题，但发现在相关...

                         "
11,山西省,"

                        素熙真是个好孩子，正直、勇敢、努力，各方面都很优秀，无论是爱好还是工作，都很上心。 初入职场遇到了善心的上司，却紧接着以最沉痛的方式失去。社会给予了素熙“不可思议”的认知，她不愿接受，但好在还有赚钱的念头，还可以埋头苦干、专心研究。她聪明、很快掌握了窍门，她...

                         "
12,浙江省,"

                        一直压抑着情感，到最后痛哭流涕。 我们需要一个吴宥真这样的人/力量去追问、需要一部这样的电影去控诉，即便声音微弱、即便电影推动现实改变几乎是奇迹。但沉默意味着彻底沉没。 电影从两个视角展开叙事。先是沉浸式体验了一把金素熙从青春到死亡的过程，然后跟着尚存良知和正...

                         "
13,贵州省,"女职高学生素熙是个爱跳舞也爱打抱不平的少女，在学校安排的实习中进入到了外包公司做接线员。所有人在极大的业绩压力和客户的精神折磨之下工作着，她眼睁睁的看见了同事的离开，组长的自杀后，不仅要继续工作对前组长的离世闭口不谈，还要接受新组长的职场pua。她想辞职，可是...

                         "
14,湖南省,"

                        （本文首发于公众号【韩剧天使】 欢迎联系授权转载） 在越来越“卷”的韩国，无论是学习还是工作，都相当累人。 卷或者累到不行时，有的人甚至会想不开，结束自己的生命。 所以韩国的死亡率处于全世界正数第一，而出生率又稳居全世界倒数第一。 俗话说，作者的创作灵感大部分都...

                         "
15,宁夏回族自治区,"文/斯嘉丽 当我们还沉浸在春节档票房动辄百亿的喜悦中时，韩国又出了一部咱们的春节档票房冠军难以企及的作品------裴斗娜和金施恩主演的《下一个素熙》。 没错，又是现实主义的作品。又是韩国的强项。有时候，在斯嘉丽心里，看韩国电影，都有种影视版的鲁迅既视感了。 看这部...

                         "
16,山西省,"20230326私人电影院观影之《下一个素熙》 今晚的私人电影院好开心！ 虽然观众只有四男两女， 但来的都是有文化有知识的影迷， 大家边看边聊，观影气氛非常浓厚。 还是要向韩国电影致敬！ 我们是拍不出这么有深度的电影的。 这是我在私人电影院观看的第97部电影，也是2016年以来...

                         "
17,广东省,"凭能力所及，挖到极限。最后似乎还是无解，也只能停在这里。从现实里结案了。 每个人都不是直接的责任，但多数人都参与了，都有罪过。挖到根上，是制度吗？环境有毒，滋养的同圈层的人都带毒? 编得好，演得好。有细节，有层次，有大局。这样美好的有活力的生命，这样的结束，这...

                         "
18,上海市,"

                        金素熙，就读于韩国全州生命科学高中，是一所职业培训高中高三的学生，平时热爱跳舞，也是舞蹈室中同期学院中的佼佼者。 后来被学校的老师“推荐”到Human&amp;net公司，一家韩国通信公司的外包服务中心进行实习，学校老师也多次叮嘱素熙，一定不要辞职，要不学校会影响与公司...

                         "
19,河北省,"

                        首发于公众号杰拉德，欢迎授权转载 金素熙，就读于韩国全州生命科学高中，是一所职业培训高中高三的学生，平时热爱跳舞，也是舞蹈室中同期学院中的佼佼者。 后来被学校的老师“推荐”到Human&amp;net公司，一家韩国通信公司的外包服务中心进行实习，学校老师也多次叮嘱素熙，一...

                         "
�...

                         "
�"
