序号,地区,评论
10,内蒙古自治区,"

                        说起来这一步是哆啦A梦3D版的第二部了。看着蓝胖子从2D纸片人变成3D真胖子，感觉有点奇妙。 说“哆啦A梦”影响了一整代人也不为过。 还记得小时候每天晚上6点钟，我都要守在央视一套前蹲守《机器猫》。这个景象直到现在仿佛还历历在目。 那个时候，哆啦A梦还叫做机器猫，大雄还...

                         "
11,河北省,"

                        作为一个资深哆啦粉，还是忍不住写一篇长评。本身的粉丝滤镜在整部电影看下来还是会让人忍不住掉眼泪。 伴我同行2和第一部最明显的差别就在于哆啦A梦已经完全不是主角了，故事的重点和高光是放在大雄和伙伴们的关系，和家人们的关系，和自己的关系。 大雄和家人 童年大雄的日常...

                         "
12,广东省,"如今日本少子化问题愈发严峻，平均初婚年龄已达到男性31.1岁和女性29.4岁，而14岁以下儿童占比下降到总人口的11.9%。内阁不得不设立少子化担当大臣，制定「一亿总活跃社会」目标，但这些举措无力阻止社会结构的衰退，原有家庭体制也难以维持。 《哆啦A梦：伴我同行2》原定上映...

                         "
13,澳门特别行政区,"你永远可以相信哆啦A梦。 这种信任不是那些可以用气势磅礴的形容词界定的东西，比如华丽、恢弘、雄伟、广阔……这些词跟它不沾边。你不必向它去寻这些。虽然很多电影用特效和大场面能砸出这一类的排场，但谁会揣着对这些的期待去看哆啦A梦呢？ 而你仍可信它，就像相信童年时的...

                         "
14,贵州省,"

                        《哆啦A梦》是陪伴我，乃至陪伴了几代人成长的故事。50年来，藤子·F·不二雄先生创造了竹蜻蜓，任意门、时光机等等无数的新奇道具，让大雄和他的小伙伴们经历了诸如宇宙战争、恐龙时代等各种冒险，也经历了许多充满戏剧性的啼笑皆非的日常。 大雄胆小、爱偷懒、小脑袋不太灵光...

                         "
15,澳门特别行政区,"难以形容走进电影院并不抱希望地观看这部电影的心情——孤独、自卑和怨恨是过去一整年蚀刻在心灵之上的黑色伤痕。大卫·休谟为脾气暴躁的可怜人让·雅克·卢梭辩解说：“他这个人是一个没有皮肤的人。”想来我也敏感忧郁如此。观影体验也好不到哪里去：每每到动人落泪之处，右...

                         "
16,重庆市,"

                        （先声明下呗，虽然电影里是“野比大雄”，不过我个人习惯还是喊野比。我第一次接触哆啦A梦的时候是89年版的漫画，那个时候的翻译版本直接用的野比。从那个时候到现在2021年，野比后面的名字虽然中文有若干的翻译版，这个后面我在说哈。但我个人还是习惯了这个野比的姓儿。） ...

                         "
17,云南省,"哆啦A梦的这部剧场版名为“伴我同行”实则一语双关，一方面是哆啦A梦这部动画片伴随着我们这帮观众从小到大可谓是字面意义的伴我同行，另一方面，这部电影探讨了从一个懵懂无知，爱哭鼻子，偶尔任性淘气的小孩成长为一个善良温柔，懂事勇敢，富有责任感的成年人一路上需要哪些...

                         "
18,湖南省,"

                        这边老婆刚刚宣布要结婚，二次元里面的女生又要嫁人，心碎接着心碎的！ 对80后，听惯了动画片的中文配音，看日版原音有种看默剧的感觉。整个剧情感觉很老套，但也还是能轻易让人流下或伤感或欣慰或喜悦的眼泪，虽然不觉得有啥怀旧的。 胖虎说虽然我们可以揍大雄，但也只能是我...

                         "
19,浙江省,"2完全没有1催泪，让人看得焦虑，唯一的亮点是静香的美颜。 一是没有展现大雄的成长。本来通过两个时间段上大熊的对比，可以很好地突出人的成长经历，给人启迪和反思，但编剧却一直在那里催泪，对故事完全没有自己的合理化解读。感觉作者画原著的时候本来就打算画个欢乐向的四格...

                         "
