序号,地区,评论
10,黑龙江省,"

                        看完姜子牙我最深的一个感受就是，为什么现在的编剧不想着好好雕琢剧情，却老想着煽情？这部电影的故事主题平庸也就算了，细节真的一塌糊涂，很多地方都太薄弱了。明明几句话就能说明白，偏要一上来就打，先打再煽情，意思是不见点血就不能好好说话，这是正常人的逻辑吗。 电影...

                         "
11,海南省,"

                        《姜子牙》全片的剧情逻辑错乱，人物单薄苍白，但如果从爱的角度去看，一切又都可以说得通。 姜子牙口口声声“牺牲无辜就是所谓的天道么？”，求求你了，这是刚打完商周之战吧，商周双方死去的将士无辜不无辜，斗法中牺牲的道友无辜不无辜，被囚禁于北海的商朝遗民无辜不无辜？...

                         "
12,广西壮族自治区,"

                        小结：姜子牙一心想救苍生，可是苍生是谁？他们过着怎样的生活？在封神大战中苍生到底是在跟谁打仗？死去的人是被谁害死的？为什么战争结束了他们还是过得很不幸？这几个问题在观影过程中一直悬在我的头顶，直到最后也没有得到解答。 今天赶早看了个8点场，总体来说非常满意。...

                         "
13,河北省,"未经授权，严禁转载！！！ 近年来，彩条屋已经成为优秀国产动画的代名词，观众一步步见证着中国动画的崛起兴盛。去年暑期档的超强黑马《哪吒之魔童降世》，无疑是一剂最有力的强心剂，突破50亿票房，最关键是让人中国观众看到了中国动画能够摆脱对日本和好莱坞的模仿借鉴，不仅...

                         "
14,上海市,"1、剧情上大体是：班级乱了班长带着组长维护正义，却发现实情是班主任为了维护权威怂恿文艺委员故意弄的，最后班长为了维护班级的集体利益向校长揭发了班主任的丑闻。 2、怎么也没想到彩蛋会比正片好看。 彩蛋里哪吒一出没想到竟然是整个片子最好看的地方，而且彩蛋的姜子牙也...

                         "
15,新疆维吾尔自治区,"

                        姜子牙 我想导演与主创最核心想表达的价值观是“仁”，而“仁”的本质是“人”。 很多人拿 “救一人，还是救苍生” 的问题开玩笑，但这 “电车困境” 其实只是一个引子。 谁都会算数，“苍生” 自然谁都会选，标准答案，这是我们观众已经习惯的思维，大局观，这样的牺牲并不少...

                         "
16,河南省,"看完后心情很复杂...... 一方面要肯定电影的视觉呈现效果非凡，绝对超过预期。但另一方面故事有各种问题，一看就不是编剧思维写的，剧本和电影的视觉奇观很不匹配。从策划看，宏观的世界观设计，主题深度，人物关系问题都不大，也能留出创作空间。可真正出问题的是具体的每一场...

                         "
17,陕西省,"2019年，彩条屋的一部《哪吒》震惊了所有人，这个事先既不被业内看好，也没有多少路人知道的小成本动画，用50亿票房创下了影史第二高的成绩。 也正因此，作为“中国神话系列”第二部的《姜子牙》尤使人关注。 虽然《姜子牙》与《哪吒》同是封神题材，实际却是同期策划，无关联...

                         "
18,山东省,"当姜子牙成了夜奔的林冲，从体制中一步一步脱离，带有极强的反抗性（对革命的反思），对这个地方的大银幕来讲，是值得肯定的，“狐族之后还会有另一个狐族”、归墟camp等设计颇有现实意味。之所以这么讲，是因为我只有肯定它的进步，才能谈论它的局限。也只有带有进步性的电影...

                         "
19,湖北省,"

                        以下涉及剧透。 省厅检察长姜子牙受命调查黑社会大案，证据确凿，黑老大九尾狐难逃一死。调查过程中发现另有隐情，原来省委书记暨姜子牙老上级师尊和九尾狐联手敛财，成功后又反手欲制黑老大于死地，更要将冤屈的无辜关键证人小九一同灭口。整个省厅领导班子都和省委书记沆瀣一...

                         "
