序号,地区,评论
10,山西省,"156min的《沙丘》，人在电影院，很难找到尿点。 这倒不是因为在看电影过程中，你跟主人公一样，开始意识到在沙漠中，你的体液竟有如此珍贵，不想排水。 前提还有，你看的电影版本，必须2D，最好IMAX。然后，还需时不时想象下，隔壁影厅正在献映狂轰滥炸肢体横飞满地泼油烤火的...

                         "
11,香港特别行政区,"

                        文 ｜ 阑夕 - 我得承认，我是抱着非常低的预期走进电影院看的首映，甚至准备了不少种族类型的地狱笑话（误），没想到却在无意中造成了先抑后扬的戏剧性效果； - 即便如此，我也不会认为「沙丘」是一部适合所有人——或者说大多数人——的影片，太空歌剧是古典科幻的遗物，在这...

                         "
12,上海市,"香港已经上映一个多月了，才找到时间去看。我对这部电影感情复杂，推荐去看，但也有不喜欢的层面。先分析几点推荐的。首先，顾名思义，《沙丘》要看沙丘。宏大的沙丘场景就值回票价了，非常非常养眼。 其次，在这个漫威时代，导演能拉来这些投资，让电影院从主题公园时代，变回...

                         "
13,北京市,"

                        拉班回到了哈克南人的母星桀迪主星。 拉班气急败坏地说：皇帝怎么可以夺走沙丘，还把它给雷托？ 男爵的门泰特彼得非常淡定地说：别以为这是在厚待他。 我们从两人的情绪就能看出来拉班是四肢发达，头脑简单；而彼得更稳重聪明，毕竟他和哈瓦特一样，也是一个人形计算机。 小说...

                         "
14,河北省,"

                        年度科幻史诗巨作《沙丘》终于上映，这次我们不挖彩蛋，而是跟大家聊聊影片中的由张震饰演的神秘角色“岳医生”。相信看过电影的观众都知道，岳医生出场的篇幅并不多，但却是推动剧情发展的关键角色。本文将结合原著小说中的描述，揭秘岳医生未被诉说的背后故事与内心挣扎，带...

                         "
15,辽宁省,"

                        本来打算一周写完的，没想到嗯是拖了两周多才写完这篇乱七八糟的长评.... 我讶异，我惊愕，我失语。一时半会极难评价维伦纽瓦的新片《沙丘》，「好」与「坏」的标准暂时失去意义。并不是说《沙丘》有多伟大，也不是骂《沙丘》有多无趣。只是和去年诺兰那部《信条》类似，个人迷...

                         "
16,北京市,"

                        难怪荷兰蜘蛛女能当女主，破片一言难尽 之前抖音各种营销号狂吹的时候我就觉得有点不对劲，那简直是年年有佳片，百年一沙丘的节奏，几乎下大血本搞宣发的基本没好片 前期节奏缓慢男主他妈跟个神经病似的，男主他爹一个公爵跟个政治白痴一样，除了送人头没啥存在感，男主看着20...

                         "
17,陕西省,"

                        维伦纽瓦的《沙丘》完全可以对标指环王电影第一部。 这是我两次观影后的感受。不仅在于两者均有宏伟史诗之风，与剧情未尽却戛然而止的结尾，也在于这两类作品迎合着同样的受众：如果你在看指环王时哈欠连天，昏昏欲睡，沙丘多半也不会是你的菜。 而不喜欢沙丘电影的人其实不少...

                         "
18,福建省,"YO，欢迎来到《沙丘》深度解析part 2，电影《沙丘part one》的上映，也让不少人重新去讨论“科幻”到底是什么。 “科幻”的字面意思，叫“科学幻想”，“科学虚构”，描述诸如“未来科技，时间旅行，平行宇宙，外星生命，人工智能等关于科学的想象内容。 影视方向上科幻题材可...

                         "
19,北京市,"文 / Evarnold 首先声明，我没有在这之前接触过任何跟《沙丘》有关的东西，原著没有，林奇版电影也没有。《沙丘》于我也就是一个顶着如雷贯耳之名的烫手山芋而已。这有可能不利于我更好地享受这部《沙丘》，但毫无疑问，我从中获取的快乐已经足够多，多到作为卡神的忠粉，我不...

                         "
